mail,Spam
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Movistar+.,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
Hola jefe; ya he terminado las tareas que me encargó esta mañana.,0
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
Hackers tienen tus videos privados. Paga en Bitcoin para evitar que se publiquen.,1
Trabaje como probador de productos electrónicos para grandes marcas.,1
Gana dinero probando videojuegos desde casa. Regístrate en t.co/promo,1
Adjunto el informe de gastos del viaje a Colombia para su revisión.,0
El pedido de papelería para la oficina ya ha llegado. Está en recepción.,0
Acceda a la preventa exclusiva de la nueva moneda Bitcoin solo por invitación.,1
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en verificar-cuenta.net,1
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: seguridad-banca.com,1
Usted tiene una herencia sin reclamar de un pariente en Colombia.,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 45.000 semanales.,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Tu cita para renovar el DNI es el miércoles a las 16:15 en la comisaría.,0
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: bit.ly/secure-auth,1
Se ha realizado una compra de 45.000 en Mercado Libre con su tarjeta. ¿No fue usted?,1
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
¿Me podrías ayudar a configurar el nuevo router este fin de semana?,0
Vea quién está espiando su perfil de Facebook entrando en premios-ya.org/click,1
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Te mando el presupuesto para la reforma del baño. Avísame si tienes dudas.,0
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 5.000 semanales.,1
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Compra seguidores reales para TikTok e Instagram al mejor precio en shrt.url/xyz,1
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Trabaje como probador de productos electrónicos para grandes marcas.,1
Obtenga su diploma universitario sin estudiar. Información por privado.,1
Su paquete ha sido entregado en un punto de recogida. Ver dirección: bit.ly/secure-auth,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Compra seguidores reales para TikTok e Instagram al mejor precio en bit.ly/secure-auth,1
¿A qué hora quedamos mañana para ir a la universidad?,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Hola Elena; ¿has podido revisar el presupuesto que te mandé?,0
Recibe una tarjeta de combustible de 100€ por ser cliente de Banco Sabadell.,1
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Hola Carlos; ¿confirmamos la reunión para el próximo próximo lunes a las 9:15?,0
Adjunto el informe de gastos del viaje a México para su revisión.,0
Te envié las fotos que me pediste aquí: verificar-cuenta.net (Contenido solo para adultos),1
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en bit.ly/secure-auth,1
Reclama tu tarjeta regalo de Decathlon de 500 euros antes de que caduque.,1
Confirmación de suscripción: Bienvenido al boletín de noticias de Amazon.,0
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
Te envío el enlace de Zoom para la clase de yoga de mañana.,0
¿Te apetece ir a correr un rato por el parque esta tarde?,0
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
Hola Roberto; ¿has podido revisar el presupuesto que te mandé?,0
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
¿Te apetece ir a correr un rato por el parque esta tarde?,0
Hola Ana; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en verificar-cuenta.net,1
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #57432.,0
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Descubra el secreto para ganar la lotería nacional cada semana.,1
Se ha realizado una compra de 100 en AliExpress con su tarjeta. ¿No fue usted?,1
Tu cuenta de usuario ha sido creada correctamente. Pulsa aquí para activar.,0
¿Podemos mover la reunión de las 11:15 a una hora más tarde?,0
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
Reclama tu tarjeta regalo de El Corte Inglés de 500 euros antes de que caduque.,1
Gana una cena para dos en un restaurante estrella Michelin de tu ciudad.,1
Recordatorio: Tienes una clase particular de música el jueves a las 15:30.,0
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Reclama tu tarjeta regalo de Amazon de 500 euros antes de que caduque.,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Aprende a ganar en la ruleta con este truco matemático infalible.,1
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
Tu reserva de hotel en Argentina ha sido confirmada con éxito.,0
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Reclama tu tarjeta regalo de AliExpress de 500 euros antes de que caduque.,1
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Tu mascota puede ser la imagen de nuestra nueva campaña de Mercado Libre.,1
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 15.000 semanales.,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Tu factura de HBO Max de este mes ya está disponible para descargar.,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
¿Quieres que compremos algo para cenar o prefieres salir fuera?,0
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Netflix.,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
Tu suscripción a Spotify se ha renovado correctamente. Gracias por tu confianza.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Tu factura de iCloud de este mes ya está disponible para descargar.,0
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Tu cita para renovar el DNI es el lunes a las 13:45 en la comisaría.,0
¿Me puedes decir qué tal te fue en la entrevista de trabajo de ayer?,0
Adjunto el informe de gastos del viaje a Chile para su revisión.,0
Adjunto el informe de gastos del viaje a México para su revisión.,0
Oportunidad única: Invierte en Bitcoin y multiplica tu capital hoy mismo.,1
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en t.co/promo,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Te envío la captura de pantalla con el error que me sale en la web.,0
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Has ganado un premio de 100 euros en la lotería de Colombia. Contacta a admin@verificar-datos.com.,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Hola Ana; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Tu factura de Disney+ de este mes ya está disponible para descargar.,0
Recordatorio: Tienes una cita médica el martes a las 20:15. Por favor llega puntual.,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Tu pedido de Decathlon ha sido cancelado. Solicita el reembolso en premios-ya.org/click,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Recordatorio: Tienes una cita médica el miércoles a las 12:45. Por favor llega puntual.,0
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Hola equipo; el café de la cocina se ha terminado. ¿Alguien puede comprar?,0
Te han enviado un archivo confidencial por WeTransfer. Descarga en shrt.url/xyz,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Descarga la nueva actualización crítica de seguridad para tu PC en shrt.url/xyz,1
Consiga el nuevo perfume de Dior totalmente gratis participando en premios-ya.org/click,1
Su acceso a la banca online de Banco Sabadell ha sido deshabilitado. Entre en seguridad-banca.com,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
Trabajo de medio tiempo para Amazon. Gana hasta 45.000 al día.,1
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
Tu paquete de El Corte Inglés está retenido. Paga las tasas de aduana aquí: seguridad-banca.com,1
¿A qué hora pasa el autobús para ir al centro comercial?,0
Hola Ana; ¿confirmamos la reunión para el próximo viernes a las 17:45?,0
Hola Pedro; ¿te llegó el correo con los detalles del proyecto Marketing?,0
Tu factura de HBO Max de este mes ya está disponible para descargar.,0
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo viernes.,0
Confirmación de envío: Su paquete de Zara llegará mañana entre las 9 y las 14h.,0
Recibe 100 euros por abrir una cuenta en nuestro nuevo banco digital.,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
Hola jefe; ya he terminado las tareas que me encargó esta mañana.,0
Hola equipo; el café de la cocina se ha terminado. ¿Alguien puede comprar?,0
Tu suscripción a Disney+ se ha renovado correctamente. Gracias por tu confianza.,0
Aumenta tus seguidores en redes sociales de forma orgánica y rápida con shrt.url/xyz,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale bit.ly/secure-auth,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Mejora tu historial crediticio con nuestro método legal y rápido.,1
Te envío el enlace de Zoom para la clase de yoga de mañana.,0
Hola Ana; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Ayuda humanitaria: Donación de 5.000 euros a su nombre. Responda a este mail.,1
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Adjunto el informe de gastos del viaje a Chile para su revisión.,0
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Trabaje como probador de productos electrónicos para grandes marcas.,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
¡Bingo! Tienes un bono de bienvenida de 100 para jugar en el casino online.,1
¿Me confirmas tu dirección actual para enviarte la invitación por correo?,0
¿Quedamos en la puerta del metro a las 18:15 para ir al concierto?,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Confirmación de suscripción: Bienvenido al boletín de noticias de Decathlon.,0
Tu paquete de Correos está listo para entrega pero faltan datos. Pulsa shrt.url/xyz,1
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
Has ganado un premio de 100 euros en la lotería de Chile. Contacta a admin@verificar-datos.com.,1
Te han dejado un mensaje de voz importante. Escúchalo aquí: bit.ly/secure-auth,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
Oferta de préstamo personal sin intereses para nuevos clientes en verificar-cuenta.net,1
